,Calories,Density,Frequency,Driving_afterwards,Happiness_score,Belgian,Special,Pct_alcohol,Pct_protein,Pct_yeast,pct_hop,Score_others,Sugar,Water_quality,Acid,Score
2771,29.0,0.9906,Almost_never,0,4.1,yes,Y,7.2,12.5,0.8,6.2,2.5,5.0,0.53,0.46,01.Bad
2772,113.0,0.9912,Often,0,1.3,no,Y,6.0,12.3,0.56,5.2,5.3,3.5,0.71,0.32,03.Excellent
2773,98.0,0.99,Very Often,0,6.0,yes,Y,6.5,11.9,0.72,4.6,3.6,1.9,0.43,0.39,03.Excellent
2774,95.0,0.9932,Often,0,4.4,no,Y,9.0,11.3,0.56,5.4,2.5,4.9,0.4,0.35,02.Good
2775,51.0,0.9967,Often,0,0.5,yes,N,8.2,10.4,1.52,4.0,6.3,2.5,0.81,0.43,02.Good
2776,132.0,0.9931,Regular,0,1.3,no,Y,8.4,13.0,0.64,7.2,1.8,11.1,0.39,0.36,02.Good
2777,131.0,0.9953,Often,0,0.7,no,Y,6.8,9.9,0.9,8.2,3.1,8.8,0.59,0.3,01.Bad
2778,48.0,0.9949,Regular,0,2.3,yes,N,7.2,11.5,1.32,7.8,4.5,2.6,0.84,0.44,02.Good
2779,129.0,0.9938,Often,0,8.7,no,Y,8.1,11.0,0.88,4.4,3.9,1.5,0.45,0.43,02.Good
2780,147.0,0.9901,Very Often,0,6.8,yes,Y,5.6,11.6,0.82,4.2,3.9,1.3,0.95,0.4,03.Excellent
2781,191.0,10.001,Often,0,1.9,no,Y,8.7,8.7,0.88,6.2,1.9,14.35,0.88,0.73,01.Bad
2782,90.0,0.9893,Often,0,7.2,no,Y,6.5,12.3,0.54,4.8,4.0,1.0,0.36,0.38,02.Good
2783,48.0,0.9981,Regular,0,6.4,no,N,7.8,9.2,1.76,10.8,5.3,2.0,0.74,0.26,02.Good
2784,209.0,0.9956,Very Often,0,1.6,no,Y,6.4,9.2,0.9,5.0,3.8,7.8,0.42,0.74,02.Good
2785,135.0,0.9902,Very Often,0,1.5,no,Y,5.9,12.0,0.7,6.8,2.9,3.8,0.34,0.3,02.Good
2786,55.0,0.9956,Very Often,0,3.8,no,N,7.0,11.4,1.58,10.8,5.2,2.1,0.84,0.0,02.Good
2787,79.0,0.9964,Often,0,5.8,no,N,8.4,11.0,1.62,7.2,4.5,2.2,0.72,0.32,02.Good
2788,155.0,0.9999,Very Often,0,1.9,yes,Y,7.2,9.0,0.76,5.0,1.9,18.95,0.47,0.39,02.Good
2789,200.0,0.9986,Often,0,5.7,yes,Y,7.3,8.9,1.0,5.0,2.5,13.1,0.46,0.36,03.Excellent
2790,48.0,0.9994,Regular,0,2.6,no,N,10.4,10.3,1.82,11.0,3.9,2.7,0.64,0.23,02.Good
2791,46.0,0.9988,Regular,0,1.8,yes,N,10.1,9.7,1.6,6.2,4.7,2.3,0.67,0.44,02.Good
2792,117.0,0.9895,Regular,0,7.7,yes,Y,6.0,12.7,0.88,5.8,4.6,2.3,0.41,0.27,03.Excellent
2793,164.0,0.9926,Often,0,5.9,yes,Y,6.9,10.5,1.08,3.6,5.4,1.0,0.51,0.33,01.Bad
2794,303.0,0.997,Very Often,0,8.7,yes,Y,6.9,9.4,1.62,8.0,5.3,5.95,0.57,0.22,01.Bad
2795,127.0,0.9953,Regular,0,4.2,yes,Y,7.4,10.4,0.84,8.2,4.1,4.7,0.42,0.34,01.Bad
2796,122.0,0.9926,Sometimes,0,2.1,no,Y,6.0,10.0,0.9,4.4,1.7,5.0,0.63,0.23,02.Good
2797,192.0,0.9979,Very Often,0,9.6,no,Y,7.2,9.0,1.16,4.6,2.0,14.2,0.48,0.39,03.Excellent
2798,20.0,0.9966,Almost_never,0,3.5,yes,N,9.3,9.9,1.4,14.3,3.1,2.1,0.59,0.24,01.Bad
2799,186.0,0.9924,Very Often,0,4.0,yes,Y,6.0,11.0,0.82,6.4,3.9,4.8,0.54,0.32,02.Good
2800,84.0,0.9905,Regular,0,7.9,yes,Y,6.7,11.4,0.74,3.0,2.9,1.7,0.53,0.38,02.Good
2801,215.0,0.9954,Very Often,0,2.2,no,Y,6.3,9.5,0.94,5.4,3.6,7.9,0.48,0.37,02.Good
2802,142.0,0.9934,Very Often,0,7.5,yes,Y,7.6,10.1,0.94,4.0,5.5,1.4,0.53,0.31,02.Good
2803,84.0,0.9959,Regular,0,1.4,yes,N,7.1,9.5,2.14,15.1,3.6,1.8,0.5,0.15,01.Bad
2804,142.0,0.9952,Regular,0,3.4,no,Y,7.1,12.0,0.48,9.4,3.1,14.8,0.48,0.29,03.Excellent
2805,228.0,10.001,Very Often,0,2.2,yes,Y,8.3,9.2,0.96,5.0,2.4,16.8,0.52,0.49,02.Good
2806,49.0,0.9967,Regular,0,8.5,no,N,7.4,10.9,1.08,5.0,5.3,2.2,0.76,0.29,03.Excellent
2807,38.0,0.9968,Sometimes,0,7.9,no,N,7.2,9.0,1.94,12.6,5.0,1.9,0.58,0.0,02.Good
2808,7.0,0.9929,Almost_never,0,9.5,no,N,8.0,13.0,1.12,12.0,3.9,2.6,0.37,0.08,01.Bad
2809,156.0,0.9984,Very Often,0,0.6,yes,Y,7.3,9.1,0.94,5.2,2.6,12.7,0.45,0.53,02.Good
2810,170.0,0.9949,Very Often,0,5.1,no,Y,6.6,9.53,0.92,6.8,3.3,8.1,0.5,0.4,02.Good
2811,109.0,0.9902,Often,0,2.7,yes,Y,7.2,12.8,0.58,6.4,3.3,1.4,0.51,0.33,03.Excellent
2812,179.0,0.995,Very Often,0,4.5,yes,Y,6.5,9.53,1.0,4.6,3.6,7.5,0.48,0.2,01.Bad
2813,54.0,1.0,Sometimes,0,9.8,no,N,12.1,10.2,1.84,8.0,2.4,2.0,0.66,0.52,01.Bad
2814,140.0,0.998,Very Often,0,6.5,no,Y,7.8,8.9,1.06,3.6,2.6,12.2,0.53,0.31,02.Good
2815,94.0,0.991,Regular,0,2.8,yes,Y,6.1,12.3,0.58,6.8,4.4,4.7,0.62,0.46,02.Good
2816,216.0,0.9956,Often,0,2.4,yes,Y,6.7,9.5,1.58,5.2,4.6,4.0,0.68,0.26,01.Bad
2817,156.0,0.9974,Very Often,0,6.4,yes,Y,7.2,8.7,0.88,7.8,2.9,11.0,0.44,0.63,02.Good
2818,206.0,0.9964,Very Often,0,9.2,no,Y,7.4,9.1,0.96,6.2,4.2,8.6,0.36,0.26,01.Bad
2819,13.0,0.9986,Almost_never,0,2.6,no,N,8.1,9.5,1.8,15.6,5.0,3.3,0.49,0.1,01.Bad
2820,146.0,0.99,Often,0,9.1,yes,Y,5.7,12.1,0.8,4.4,3.5,3.5,0.36,0.29,02.Good
2821,83.0,0.9911,Often,0,8.5,yes,Y,6.8,12.0,0.84,9.2,5.1,2.7,0.51,0.26,03.Excellent
2822,155.0,0.9927,Regular,0,7.6,yes,Y,5.7,10.0,0.98,6.4,3.9,2.6,0.64,0.5,02.Good
2823,153.0,0.9951,Very Often,0,3.3,yes,Y,6.0,10.6,0.86,3.2,7.1,6.7,0.46,0.3,01.Bad
2824,170.0,0.998,Very Often,0,4.3,no,Y,7.6,8.8,0.66,4.6,2.2,12.9,0.53,0.64,01.Bad
2825,46.0,0.9926,Regular,0,1.8,no,N,5.4,12.5,0.82,14.8,10.0,1.2,0.59,0.0,02.Good
2826,22.0,0.9957,Regular,0,3.9,no,N,7.2,9.9,1.16,10.6,3.8,2.0,0.68,0.13,02.Good
2827,10.0,0.9977,Almost_never,0,2.6,yes,N,9.1,10.4,1.16,12.0,3.6,1.9,0.63,0.0,02.Good
2828,119.0,0.9892,Often,0,7.8,yes,Y,5.5,13.0,0.42,6.8,6.4,2.2,0.49,0.26,03.Excellent
2829,95.0,0.9944,Sometimes,0,6.2,yes,Y,6.9,10.2,0.72,5.6,3.5,8.2,0.33,0.4,01.Bad
2830,96.0,0.9896,Often,0,1.1,no,Y,6.0,12.3,0.64,5.2,5.1,1.0,0.44,0.29,02.Good
2831,38.0,0.9982,Regular,0,0.4,no,N,10.8,10.8,1.98,9.0,4.0,2.5,0.71,0.33,01.Bad
2832,56.0,0.9969,Regular,0,6.3,no,N,7.9,9.2,6.82,6.4,2.5,1.8,1.08,0.51,02.Good
2833,183.0,0.9959,Often,0,8.3,yes,Y,6.9,9.4,1.12,8.6,3.5,9.4,0.43,0.28,01.Bad
2834,243.0,0.9983,Very Often,0,5.1,no,Y,6.6,9.1,1.16,8.7,4.0,9.2,0.54,0.38,02.Good
2835,84.0,0.9938,Sometimes,0,1.9,yes,Y,7.8,10.8,0.8,8.9,4.1,1.0,0.43,0.56,01.Bad
2836,110.0,0.9966,Sometimes,0,6.2,yes,Y,7.7,10.0,0.72,7.8,4.7,7.7,0.76,0.49,02.Good
2837,220.0,0.9964,Very Often,0,4.7,no,Y,6.6,8.8,1.0,6.2,3.1,7.7,0.45,0.49,01.Bad
2838,101.0,0.9912,Regular,0,1.3,yes,Y,7.8,11.7,0.74,6.4,3.8,2.4,0.65,0.33,03.Excellent
2839,131.0,0.9973,Often,0,3.7,yes,Y,6.9,9.3,1.34,12.3,3.6,12.0,0.34,0.42,01.Bad
2840,37.0,0.995,Regular,0,3.3,no,N,9.3,11.1,1.14,6.6,3.6,1.5,0.89,0.45,03.Excellent
2841,11.0,0.9959,Almost_never,0,4.2,yes,N,6.8,10.9,1.2,18.2,6.3,2.0,0.64,0.06,01.Bad
2842,24.0,0.997,Almost_never,0,8.7,yes,N,10.6,13.4,2.28,8.8,2.6,4.1,0.66,0.68,02.Good
2843,88.0,0.9974,Regular,0,7.5,no,N,7.2,9.5,1.52,12.0,6.3,2.5,0.55,0.04,01.Bad
2844,152.0,0.9921,Very Often,0,4.8,yes,Y,6.3,11.6,0.68,7.4,4.4,6.3,0.46,0.28,03.Excellent
2845,13.0,0.9947,Almost_never,0,2.3,no,N,6.1,11.4,1.12,11.8,6.2,2.1,0.56,0.01,01.Bad
2846,108.0,0.9934,Often,0,0.6,no,Y,7.3,10.2,0.72,3.2,4.3,1.5,0.51,0.35,02.Good
2847,172.0,0.9919,Often,0,4.6,yes,Y,7.3,11.2,0.8,4.4,4.3,1.5,0.48,0.26,02.Good
2848,114.0,0.997,Regular,0,5.1,yes,N,7.7,9.2,2.28,18.7,4.1,2.2,0.73,0.43,01.Bad
2849,153.0,0.9953,Often,0,6.1,no,Y,7.4,12.0,0.6,9.8,3.2,15.1,0.51,0.24,03.Excellent
2850,98.0,0.9892,Often,0,6.1,yes,Y,6.1,12.5,0.86,5.2,3.3,1.7,0.44,0.28,02.Good
2851,44.0,0.9912,Sometimes,0,8.0,yes,Y,5.2,11.6,0.76,8.1,6.2,1.45,0.4,0.15,01.Bad
2852,156.0,0.9996,Very Often,0,4.1,no,Y,6.9,8.9,0.86,5.8,1.6,19.45,0.47,0.4,01.Bad
2853,122.0,0.9916,Often,0,9.9,yes,Y,6.8,12.6,0.56,6.2,3.2,8.0,0.63,0.3,03.Excellent
2854,92.0,0.9932,Often,0,6.8,no,Y,7.3,10.5,1.0,3.0,3.3,2.0,0.45,0.4,01.Bad
2855,190.0,0.9995,Very Often,0,5.0,yes,Y,7.4,9.2,0.96,4.0,2.4,16.95,0.42,0.37,02.Good
2856,93.0,0.991,Regular,0,2.8,yes,Y,6.5,12.0,0.56,1.6,4.8,1.9,0.7,0.33,03.Excellent
2857,102.0,0.9912,Often,0,3.1,yes,Y,7.1,12.3,0.68,6.6,2.8,3.3,0.31,0.3,03.Excellent
2858,114.0,0.9924,Very Often,0,10.0,no,Y,5.8,10.2,1.06,5.6,4.3,2.3,0.5,0.35,01.Bad
2859,105.0,0.9890000000000001,Regular,0,9.5,no,Y,6.2,13.1,0.52,5.6,2.0,4.3,0.64,0.28,03.Excellent
2860,191.0,0.9966,Very Often,0,9.5,no,Y,7.5,9.7,0.76,4.6,2.5,9.2,0.56,0.32,02.Good
2861,61.0,0.9914,Sometimes,0,2.1,yes,Y,6.0,10.8,0.84,3.2,3.9,1.6,0.54,0.36,02.Good
2862,128.0,0.9917,Sometimes,0,4.5,yes,Y,7.1,11.4,0.62,5.2,3.6,2.0,0.49,0.3,01.Bad
2863,18.0,0.9967,Almost_never,0,3.0,yes,N,8.6,9.4,1.92,10.4,3.7,1.5,0.52,0.38,01.Bad
2864,130.0,0.9995,Very Often,0,3.1,yes,Y,6.2,8.8,0.78,4.6,4.0,17.2,0.43,0.36,02.Good
2865,90.0,0.9963,Often,0,5.9,no,Y,6.4,9.4,1.04,3.6,4.9,9.6,0.49,0.32,02.Good
2866,188.0,0.9958,Often,0,9.3,yes,Y,7.3,9.7,1.28,5.4,4.4,6.7,0.3,0.39,01.Bad
2867,133.0,0.9911,Very Often,0,0.3,no,Y,5.8,11.3,0.76,3.8,3.4,4.2,0.42,0.33,03.Excellent
2868,163.0,0.9999,Very Often,0,7.3,yes,Y,7.6,9.2,1.0,6.4,3.3,16.75,0.54,0.58,01.Bad
2869,30.0,0.9996,Sometimes,0,4.3,no,N,12.0,10.8,1.86,7.8,3.6,3.0,0.63,0.66,03.Excellent
2870,103.0,0.9987,Sometimes,0,8.8,no,Y,7.2,9.2,0.86,4.0,2.6,16.2,0.36,0.61,02.Good
2871,99.0,0.9929,Very Often,0,3.5,no,Y,7.1,9.3,3.48,6.8,1.6,1.4,0.5,0.86,01.Bad
2872,55.0,0.9888,Almost_never,0,2.4,no,Y,6.9,13.4,0.32,5.6,3.4,1.4,0.4,0.41,01.Bad
2873,127.0,0.9937,Very Often,0,9.5,no,Y,6.0,10.6,0.72,4.2,3.6,8.7,0.39,0.3,01.Bad
2874,140.0,0.9952,Very Often,0,3.5,yes,Y,8.2,10.1,0.7,3.6,2.5,8.5,0.37,0.28,03.Excellent
2875,120.0,0.9932,Regular,0,0.5,no,Y,6.0,9.2,1.26,8.2,3.8,1.5,0.56,0.05,02.Good
2876,51.0,0.9932,Regular,0,2.4,yes,Y,6.2,9.4,0.66,3.0,4.5,0.9,0.7,0.49,02.Good
2877,132.0,0.9908,Very Often,0,8.0,yes,Y,7.0,12.0,0.72,4.4,4.8,2.8,0.41,0.26,03.Excellent
2878,115.0,0.9948,Regular,0,8.9,yes,Y,9.9,9.4,1.74,9.8,0.4,2.4,0.44,0.23,02.Good
2879,128.0,0.9934,Regular,0,1.1,no,Y,6.6,10.0,0.9,4.6,5.0,1.3,0.6,0.26,02.Good
2880,129.0,0.9912,Very Often,0,0.9,yes,Y,6.45,11.1,1.0,2.8,4.3,1.2,0.69,0.42,03.Excellent
2881,31.0,0.9976,Sometimes,0,7.7,yes,N,7.2,9.6,1.42,10.0,6.2,2.1,0.72,0.18,02.Good
2882,181.0,0.9955,Often,0,4.0,no,Y,7.8,10.9,1.18,7.8,2.5,9.9,0.42,0.26,02.Good
2883,179.0,0.9955,Very Often,0,2.0,no,Y,7.4,8.9,1.02,6.4,4.3,1.7,0.69,0.22,01.Bad
2884,230.0,0.9956,Very Often,0,5.1,yes,Y,8.1,9.8,0.8,6.8,3.3,7.5,0.55,0.28,02.Good
2885,182.0,0.9974,Very Often,0,5.3,yes,Y,6.8,10.2,0.88,3.0,4.0,12.9,0.78,0.41,02.Good
2886,189.0,0.9966,Very Often,0,10.0,yes,Y,6.5,8.6,1.0,2.8,4.1,7.6,0.49,0.33,01.Bad
2887,150.0,0.9936,Very Often,0,9.0,no,Y,7.0,9.2,2.76,3.2,2.8,1.0,0.3,0.73,01.Bad
2888,192.0,0.9979,Very Often,0,1.8,yes,Y,7.2,9.0,1.16,4.6,2.0,14.2,0.48,0.39,03.Excellent
2889,108.0,0.9895,Very Often,0,3.1,yes,Y,5.9,12.3,0.74,4.8,3.6,2.0,0.5,0.34,02.Good
2890,158.0,0.9955,Very Often,0,5.6,no,Y,7.8,11.3,0.66,8.6,3.3,13.0,0.35,0.49,02.Good
2891,156.0,0.9958,Very Often,0,5.5,no,Y,7.6,11.8,0.68,10.4,3.3,14.0,0.38,0.49,03.Excellent
2892,133.0,0.9979,Very Often,0,9.8,yes,N,8.2,9.8,1.98,7.8,5.1,2.3,0.99,0.49,01.Bad
2893,138.0,10.001,Very Often,0,1.2,no,Y,6.5,8.8,1.0,4.4,4.5,17.1,0.37,0.25,01.Bad
2894,177.0,0.9929,Very Often,0,7.8,yes,Y,7.3,9.9,0.82,6.6,3.3,1.4,0.48,0.22,01.Bad
2895,39.0,0.9956,Sometimes,0,6.1,yes,N,6.3,12.7,1.5,7.2,6.5,3.2,0.52,0.19,02.Good
2896,98.0,0.993,Very Often,0,2.8,no,Y,7.4,9.9,1.14,4.4,4.4,1.6,0.44,0.27,03.Excellent
2897,90.0,0.995,Regular,0,8.9,yes,Y,7.2,9.7,1.34,4.6,3.5,6.1,0.79,0.38,01.Bad
2898,27.0,0.9966,Sometimes,0,0.4,yes,N,6.6,10.2,2.12,14.0,5.6,2.6,0.58,0.08,01.Bad
2899,80.0,0.9897,Often,0,1.5,no,Y,7.0,12.1,0.64,3.2,4.0,1.1,0.36,0.32,02.Good
2900,178.0,0.9921,Very Often,0,4.2,yes,Y,5.8,9.7,2.54,7.2,2.9,1.0,0.45,0.5,01.Bad
2901,180.0,0.991,Very Often,0,5.1,yes,Y,7.8,12.6,0.68,4.2,2.9,1.8,0.75,0.39,03.Excellent
2902,90.0,0.9905,Often,0,6.0,yes,Y,7.0,11.2,0.86,3.2,1.2,2.6,0.47,0.3,02.Good
2903,27.0,0.9962,Sometimes,0,3.4,yes,N,6.2,11.9,1.52,14.0,6.4,5.1,0.6,0.15,02.Good
2904,133.0,0.9937,Regular,0,8.0,yes,Y,6.1,9.4,0.84,6.8,2.3,5.0,0.53,0.21,01.Bad
2905,22.0,0.9986,Almost_never,0,9.6,no,N,11.1,11.2,1.32,9.0,3.5,3.2,0.66,0.73,02.Good
2906,167.0,0.992,Sometimes,0,7.6,no,Y,5.5,9.9,0.9,7.0,4.8,1.1,0.68,0.35,02.Good
2907,79.0,0.9905,Often,0,3.9,no,Y,6.5,11.4,0.7,5.8,4.3,1.7,0.69,0.31,03.Excellent
2908,115.0,0.9963,Sometimes,0,2.3,yes,Y,6.2,9.0,0.9,8.6,4.3,6.4,0.57,0.49,01.Bad
2909,89.0,0.9913,Often,0,3.2,no,Y,6.7,11.0,0.68,4.2,4.1,2.5,0.5,0.37,03.Excellent
2910,200.0,0.9986,Often,0,6.5,no,Y,7.3,8.9,1.0,5.0,2.5,13.1,0.46,0.36,03.Excellent
2911,58.0,10.002,Regular,0,5.2,yes,N,8.2,9.3,1.86,11.8,6.0,2.5,0.65,0.0,02.Good
2912,190.0,0.9944,Often,0,0.9,yes,Y,6.0,10.0,0.82,6.4,3.4,5.9,0.72,0.12,01.Bad
2913,28.0,0.9952,Sometimes,0,1.1,no,N,8.6,11.2,1.1,9.4,3.6,2.3,0.8,0.27,01.Bad
2914,49.0,0.9962,Sometimes,0,9.5,yes,N,8.7,11.0,2.02,12.5,3.3,2.0,0.57,0.16,01.Bad
2915,196.0,0.9959,Very Often,0,9.9,no,Y,6.5,9.1,1.06,4.4,4.0,8.0,0.48,0.45,02.Good
2916,123.0,0.9932,Very Often,0,6.7,yes,Y,7.0,11.0,1.1,3.4,3.0,6.4,0.5,0.36,03.Excellent
2917,156.0,0.9967,Regular,0,0.5,no,Y,6.7,9.0,0.7,3.2,1.2,12.5,0.36,0.32,02.Good
2918,153.0,0.9921,Very Often,0,7.0,yes,Y,6.7,11.4,0.92,3.2,5.1,2.5,0.51,0.28,03.Excellent
2919,196.0,0.9948,Very Often,0,6.1,yes,Y,7.1,10.0,0.78,4.6,3.6,5.4,0.78,0.24,01.Bad
2920,74.0,0.9936,Sometimes,0,8.9,yes,Y,6.5,9.5,4.34,7.8,2.8,1.2,0.53,0.81,01.Bad
2921,124.0,0.9948,Often,0,8.2,no,Y,6.4,10.2,0.58,4.4,5.3,7.9,0.39,0.32,01.Bad
2922,123.0,0.9932,Very Often,0,6.0,no,Y,6.9,9.2,2.74,4.2,2.4,1.1,0.39,0.81,02.Good
2923,178.0,0.9896,Very Often,0,4.2,yes,Y,5.0,12.6,0.64,5.4,5.7,4.5,0.31,0.32,03.Excellent
2924,173.0,0.9984,Very Often,0,8.1,yes,Y,6.8,8.7,1.46,4.6,2.6,15.4,0.41,0.29,02.Good
2925,28.0,0.9977,Sometimes,0,7.3,yes,N,7.3,9.5,1.4,10.2,6.2,2.1,0.73,0.18,02.Good
2926,104.0,0.9906,Often,0,0.6,no,Y,5.7,11.0,0.58,6.4,5.6,1.4,0.37,0.18,02.Good
2927,38.0,0.9998,Sometimes,0,5.3,yes,N,9.1,9.7,1.9,12.8,4.3,3.1,0.59,0.23,01.Bad
2928,210.0,0.9977,Often,0,3.0,yes,Y,6.2,9.2,1.92,8.8,6.5,7.7,0.72,0.18,01.Bad
2929,70.0,0.9942,Very Often,0,9.3,yes,N,7.3,12.9,1.4,10.4,4.8,2.1,0.82,0.32,02.Good
2930,38.0,0.9962,Sometimes,0,8.9,yes,N,8.3,9.8,2.36,12.0,3.3,2.2,0.53,0.25,01.Bad
2931,129.0,0.9928,Regular,0,8.0,yes,Y,8.1,11.5,1.02,5.0,3.8,3.8,0.38,0.38,02.Good
2932,202.0,0.9961,Very Often,0,2.4,no,Y,6.7,9.3,1.06,5.4,3.9,8.0,0.43,0.25,01.Bad
2933,108.0,0.9939,Often,0,8.6,yes,Y,6.2,10.7,0.6,5.6,3.7,10.3,0.36,0.27,02.Good
2934,197.0,0.9978,Very Often,0,7.4,no,Y,7.1,9.3,1.12,6.2,2.9,13.6,0.49,0.47,01.Bad
2935,96.0,0.9903,Often,0,2.0,no,Y,7.1,12.3,0.6,5.0,3.2,3.0,0.39,0.49,03.Excellent
2936,142.0,0.9968,Very Often,0,9.5,yes,Y,6.4,10.6,0.8,4.2,3.0,16.05,0.38,0.34,01.Bad
2937,14.0,0.9948,Almost_never,0,3.6,no,N,7.5,11.6,3.06,11.6,3.8,3.1,1.03,0.56,02.Good
2938,30.0,0.9971,Regular,0,4.7,no,N,6.9,9.8,1.56,12.6,5.3,1.9,0.75,0.02,01.Bad
2939,100.0,0.9925,Sometimes,0,4.0,yes,Y,6.7,9.5,1.22,4.6,2.7,1.3,0.55,0.17,01.Bad
2940,66.0,0.9922,Sometimes,0,9.1,yes,Y,5.3,9.8,0.56,4.2,4.5,0.7,0.4,0.29,01.Bad
2941,125.0,0.9899,Often,0,5.4,no,Y,5.8,12.8,0.74,5.6,5.0,2.2,0.33,0.34,03.Excellent
2942,18.0,0.9968,Sometimes,0,8.5,no,N,7.8,9.5,1.46,11.6,5.0,2.0,0.57,0.02,03.Excellent
2943,47.0,0.9986,Regular,0,1.3,no,N,11.1,10.6,1.88,6.2,3.1,2.7,1.02,0.49,03.Excellent
2944,145.0,0.993,Very Often,0,9.4,yes,Y,5.4,10.0,1.04,5.8,4.4,3.0,0.75,0.47,02.Good
2945,127.0,0.9937,Very Often,0,0.9,no,Y,6.0,9.8,0.72,2.8,2.6,5.6,0.57,0.17,02.Good
2946,133.0,0.9947,Often,0,1.3,yes,Y,7.3,10.0,0.92,4.2,5.1,1.6,0.46,0.21,02.Good
2947,119.0,0.9894,Very Often,0,7.4,no,Y,5.2,12.1,0.72,8.8,5.0,1.4,0.33,0.04,03.Excellent
2948,152.0,0.9975,Very Often,0,9.3,yes,Y,7.1,8.7,0.88,8.8,3.1,11.8,0.46,0.62,02.Good
2949,129.0,0.9925,Very Often,0,9.3,yes,Y,6.3,12.1,0.76,5.6,4.2,8.1,0.29,0.34,02.Good
2950,32.0,0.9946,Almost_never,0,8.3,yes,N,6.1,10.1,1.72,6.4,5.0,1.8,0.44,0.25,01.Bad
2951,57.0,0.9983,Often,0,4.4,no,N,8.8,9.2,1.66,4.8,5.2,2.5,0.54,0.54,01.Bad
2952,119.0,0.9913,Sometimes,0,8.5,yes,Y,7.6,12.8,0.72,4.2,2.2,1.9,0.7,0.44,02.Good
2953,21.0,0.996,Almost_never,0,4.2,no,N,7.4,9.5,3.72,13.4,5.2,1.6,0.54,0.12,01.Bad
2954,90.0,0.9905,Often,0,5.5,no,Y,7.0,11.2,0.86,3.2,1.2,2.6,0.47,0.3,02.Good
2955,208.0,0.9957,Very Often,0,9.8,no,Y,6.2,9.1,0.9,5.0,3.5,7.9,0.46,0.38,01.Bad
2956,119.0,0.9956,Sometimes,0,5.1,yes,Y,8.6,9.4,0.9,6.8,3.5,1.4,0.47,0.36,01.Bad
2957,168.0,0.9982,Often,0,4.9,yes,Y,7.4,8.7,1.12,3.2,1.4,13.7,0.44,0.3,03.Excellent
2958,145.0,0.9981,Often,0,6.9,no,Y,9.2,9.7,0.74,4.6,2.9,10.7,0.32,0.35,01.Bad
2959,158.0,0.9951,Very Often,0,4.4,no,Y,6.2,10.5,0.88,2.4,6.2,5.7,0.37,0.26,02.Good
2960,162.5,0.9984,Very Often,0,8.2,no,Y,7.3,9.1,0.98,5.6,2.6,12.9,0.45,0.54,02.Good
2961,56.0,0.9935,Sometimes,0,2.4,no,Y,7.0,9.9,0.52,2.8,5.7,1.3,0.45,0.28,01.Bad
2962,22.0,0.9963,Sometimes,0,1.7,no,N,7.7,9.5,2.24,19.3,4.2,2.1,0.5,0.1,01.Bad
2963,115.0,0.9895,Very Often,0,2.6,yes,Y,5.8,13.0,0.64,6.4,3.4,4.3,0.57,0.28,03.Excellent
2964,140.0,0.9934,Often,0,9.9,yes,Y,5.9,9.2,2.28,6.4,2.9,3.3,0.45,0.39,02.Good
2965,134.0,0.9912,Very Often,0,8.1,no,Y,6.0,12.3,0.68,7.6,5.1,6.0,0.38,0.26,03.Excellent
2966,197.0,0.9939,Very Often,0,5.7,yes,Y,6.5,10.1,0.86,4.2,4.0,5.7,0.5,0.35,02.Good
2967,131.0,0.9943,Often,0,7.0,no,Y,7.7,11.0,0.74,7.8,5.1,5.2,0.44,0.3,02.Good
2968,185.0,1.0,Very Often,0,10.0,yes,Y,7.2,9.6,0.98,4.8,4.8,17.85,0.42,0.4,01.Bad
2969,125.0,0.9933,Very Often,0,2.4,no,Y,6.9,10.7,0.9,3.8,2.9,6.9,0.44,0.35,03.Excellent
2970,138.0,0.9929,Sometimes,0,5.3,yes,Y,7.2,9.3,0.96,8.0,2.2,1.1,0.42,0.49,01.Bad
2971,137.0,0.9973,Very Often,0,1.3,yes,Y,6.6,8.9,0.7,5.7,2.8,11.4,0.54,0.49,02.Good
2972,130.0,0.993,Often,0,8.6,yes,Y,6.8,9.6,1.72,6.2,0.9,3.5,0.44,0.19,01.Bad
2973,13.0,0.997,Almost_never,0,6.2,no,N,7.1,11.0,1.92,16.8,5.3,4.4,0.57,0.02,01.Bad
2974,147.0,0.9922,Very Often,0,3.8,no,Y,6.7,10.0,0.76,6.2,3.6,1.3,0.46,0.08,01.Bad
2975,227.0,0.9973,Very Often,0,0.4,yes,Y,6.6,10.4,1.08,6.6,4.1,15.6,0.56,0.32,01.Bad
2976,12.0,0.9959,Almost_never,0,9.7,no,N,7.2,9.5,1.56,13.1,4.8,1.8,0.39,0.03,01.Bad
2977,143.0,0.9912,Very Often,0,8.7,yes,Y,6.6,12.4,0.88,3.2,6.4,1.5,0.52,0.4,03.Excellent
2978,116.0,0.9922,Very Often,0,6.9,no,Y,7.2,10.0,0.44,2.8,2.5,1.1,0.67,0.32,02.Good
2979,65.0,0.9959,Often,0,8.2,no,N,8.2,10.1,1.2,11.4,4.5,2.2,0.43,0.26,01.Bad
2980,151.0,0.9971,Often,0,8.3,yes,Y,7.6,10.3,0.94,7.0,2.4,14.7,0.53,0.46,01.Bad
2981,127.0,0.9953,Often,0,9.4,no,Y,7.0,9.4,1.1,2.4,4.4,4.9,0.41,0.19,01.Bad
2982,155.0,0.9969,Regular,0,3.9,yes,Y,7.2,9.5,2.1,6.8,2.2,8.9,0.58,0.23,01.Bad
